source,title,abstract,journal,publication_date,authors,mesh_terms,doi,pmid,url
PubMed,[The benefits of home visits for patients on home hemodialysis].,"The success of home hemodialysis depends on several criteria. On the one hand, the patient's willingness to be autonomous, his or her degree of understanding, the technical feasibility at home, and the presence of a third party. Secondly, the quality of initial training (which must respect the patient's rhythm) and follow-up at home. This is a true patient-caregiver partnership, based on trust. Home visits are part of this approach, and help maintain the link, as a team at Caen University Hospital can testify.",Revue de l'infirmiere,2023,Galle Anne Céline; Radiguet Anne; Thibault Catherine; Coutance Véronique,"Humans; Male; Female; Hemodialysis, Home; House Calls; Caregivers",10.1016/j.revinf.2023.09.008,37952992,https://pubmed.ncbi.nlm.nih.gov/37952992/
PubMed,[Pruritus associated with chronic kidney disease in hemodialysis patients: a survey in French nephrologists].,"Chronic kidney disease-associated pruritus (CKD-aP) is common in hemodialysis patients and severely impairs their quality of life, but the practices of nephrologists remain poorly known. The objective of this on-line survey was to describe the management of CKD-aP in French nephrologists affiliated with the French-speaking Society of Nephrology, Dialysis and Transplantation (SFNDT) and involved in hemodialysis. In total, 122 questionnaires were completed and 100 were usable. Nephrologists reported they personally managed a median of 52 patients; they estimated that the CKD-aP prevalence in their hemodialysis patients was a median of 10% (IQR, 6.3-17.2); 6% of nephrologists reported not following any patient with CKD-aP. In case of CKD-aP, the first-intention intervention was the evaluation of phosphocalcic metabolism (53.5%) and verification of dialysis adequacy (52%). For moderate-to-severe CKD-aP, the first-line prescription was topical therapy (71.3%), antihistamine (23.2%) and membrane change (15.9%). Patients were referred to a dermatologist mainly in case of treatment failure (86.9%) or scratching lesions (40.4%). Available treatments were considered ineffective for 50.5% of nephrologists, partially effective for 45.5% and effective for only 4%. These results show that according to the opinion of nephrologists, the pruritus prevalence is low in dialysis patients. This is inconsistent with studies based on systematic patient interviews, thus suggesting that pruritus is a symptom overlooked by nephrologists. In the context of the arrival of a new drug for pruritus, patients should be more questioned about this symptom in order to propose this treatment. Le prurit associé à l’insuffisance rénale chronique (Pa-IRC) est fréquent chez les patients hémodialysés et altère gravement leur qualité de vie, mais les pratiques des néphrologues restent mal connues. L’objectif de cette enquête en ligne était de décrire la prise en charge du Pa-IRC par les néphrologues français hémodialyseurs affiliés à la Société francophone de néphrologie, dialyse et transplantation (SFNDT). Au total, 122 questionnaires ont été remplis et 100 étaient utilisables. Les néphrologues suivaient personnellement 52 patients (médiane). Ils estimaient que la prévalence du Pa-IRC chez ces patients était de 10 % (médiane ; écart interquartile : 6,3-17,2) ; 6 % des néphrologues ont déclaré ne suivre aucun patient atteint de Pa-IRC. En cas de Pa-IRC, l’intervention de première intention était l’évaluation du métabolisme phosphocalcique (53,5 %) et la vérification de la qualité de dialyse (52 %). Pour le Pa-IRC modéré à sévère, la prescription de première intention était un traitement topique (71,3 %), un antihistaminique (23,2 %) et un changement de membrane (15,9 %). Les traitements disponibles étaient considérés comme inefficaces pour 50,5 % des néphrologues, partiellement efficaces pour 45,5 % et efficaces pour seulement 4 %. Ces résultats montrent que selon l’opinion des néphrologues, la prévalence du prurit est faible chez les patients dialysés. Ceci est en contradiction avec les études basées sur des entretiens systématiques avec les patients, suggérant ainsi que le prurit est un symptôme sous-estimé par les néphrologues. Dans le contexte de l’arrivée d’un nouveau médicament pour le prurit, les patients devraient être davantage interrogés sur ce symptôme afin de proposer ce traitement.",Nephrologie & therapeutique,2023,Touzot Maxime; Bataille Pierre; Rostoker Guy; Chauveau Philippe; Lanot Antoine; Misery Laurent,"Humans; Nephrologists; Quality of Life; Renal Insufficiency, Chronic; Renal Dialysis; Surveys and Questionnaires; Pruritus",10.1684/ndt.2023.31,37915193,https://pubmed.ncbi.nlm.nih.gov/37915193/
PubMed,[The value of preventing constipation in patients treated with peritoneal dialysis: an advanced practice nursing study].,"In 1989, experts developed the Rome criteria classification coupled with the use of the Bristol scale, to objectify the condition of functional constipation.Background Nowadays, little is documented in the literature about transit disorders in patients with End-Stage Chronic Renal Failure treated with peritoneal dialysis, even though this causes non-negligible complications on the patient&#8217;s morbidity, comfort and quality of life. The main objective of our study was to evaluate the prevalence of constipation in CKD patients. We conducted a retrospective multicenter data-driven study. 74 patient records were analyzed. We found a prevalence of constipation of 58&#160;% in patients with CKD. Our results showed that the prevalence of constipation is frequent in patients with CKD. It leads to a significant discomfort for the patient, an additional cost in terms of care and technical procedures and a failure of the peritoneal dialysis technique. Thus, the prevention of constipation in CKD patients would be relevant to limit complications and ensure a better quality of life. En 1989, des experts ont mis au point la classification des critères de Rome couplée à l’utilisation de l’échelle de Bristol, afin d’objectiver l’état de constipation fonctionnelle. Aujourd’hui, la littérature documente peu les troubles du transit des patients en Insuffisance rénale chronique terminale (IRCT) traités par la Dialyse péritonéale (DP), alors même que cela engendre des complications non négligeables sur la morbidité, le confort et la qualité de vie du patient. L’objectif principal de notre étude était d’évaluer la prévalence de la constipation des patients en IRCT. Nous avons réalisé une étude rétrospective multicentrique sur données. 74 dossiers patients ont été analysés. Nous avons mis en évidence une prévalence de la constipation de 58 % chez des patients atteints d’une IRCT. Nos résultats ont démontré que la prévalence de la constipation est fréquente chez les patients atteints d’une IRCT. Elle entraîne un inconfort notable chez le patient, un surcoût au niveau des soins et des actes techniques, et un échec de la technique de dialyse péritonéale. Ainsi, la prévention de la constipation des patients en IRCT serait pertinente pour limiter les complications et leur assurer une meilleure qualité de vie.",Recherche en soins infirmiers,2023,Cousin Saurel Karine; Ringot Audrey; Verot Élise,"Humans; Advanced Practice Nursing; Quality of Life; Peritoneal Dialysis; Constipation; Renal Insufficiency, Chronic",10.3917/rsi.153.0069,37709668,https://pubmed.ncbi.nlm.nih.gov/37709668/
PubMed,[Survival of patients with End Stage Kidney Disease].,"On the occasion of the 20th anniversary of the REIN (French Renal Epidemiology and Information Network), a summary work on the contributions of the national French ESKD register was carried out. On the issue of survival of ESKD patients, the following key messages were retained. The annual mortality rates of ESKD patients are relatively stable even though patients are ageing and increasingly have diabetes or obesity. These changes are probably linked to improved practices. Cardiovascular diseases and infections are the main causes of death. The year 2020 was marked by an increase in mortality due to the SARS-CoV-19 infection that was particularly severe in these patients. À l’occasion des 20 ans du REIN (Réseau Epidémiologie et Information en Néphrologie), un travail de synthèse sur les apports du registre a été mené. Sur la question de la survie des patients avec une maladie rénale stade 5, les messages clés suivants ont été retenus. Les taux de mortalité annuels des patients en IRCT sont relativement stables alors même que les patients vieillissent et qu’ils sont de plus en plus souvent porteurs d’un diabète ou d’une obésité. Ces évolutions sont probablement en lien avec une amélioration des pratiques. Les maladies cardiovasculaires et les infections représentent les causes principales de décès. L’année 2020 a été marquée par une augmentation de la mortalité en raison de l’infection à SARS-CoV-19 particulièrement sévère chez ces patients.",Nephrologie & therapeutique,2023,Jais Jean-Philippe; Lobbedez Thierry; Couchoud Cécile,"Humans; Kidney Failure, Chronic; Kidney; Aging; Cardiovascular Diseases; Obesity",10.1016/S1769-7255(22)00565-X,37638506,https://pubmed.ncbi.nlm.nih.gov/37638506/
INSERM,Insuffisance rénale,Résultats 1 à 10 sur 32.,INSERM,Non spécifiée,Non spécifiés,Non spécifiés,,,https://www.inserm.fr/
PubMed,Frailty and sarcopenia metabolomic signatures in kidney transplant candidates: the FRAILMar study.,"Sarcopenia and frailty are often overlooked in assessing kidney transplant (KT) candidates with chronic kidney disease (CKD), potentially leading to poor post-transplant outcomes. This study aimed to identify metabolites associated with frailty and sarcopenia in KT candidates from the FRAILMar study. Between June 2016 and June 2020, we evaluated frailty and sarcopenia in 173 KT candidates using the Physical Frailty Phenotype and EGWSOP-2 criteria, respectively. Seventy-five metabolic markers from targeted pathways, previously linked to CKD, sarcopenia or frailty, were measured in serum samples. These markers were analyzed using adjusted and weighted generalized linear models. Metabolomic data were integrated with multi-modal data, such as comorbidities, using a factor-based integration algorithm to identify metabolic phenotypes. Increased metabolites related to energy metabolism and essential amino acids were associated with frailty, mainly Krebs cycle intermediates. Sarcopenic KT candidates showed lower levels of aromatic amino acids, and lower protein/muscle metabolism, energy metabolism and neurotransmission compared with non-sarcopenic patients. Unsupervised multi-modal integration revealed a high-risk metabolic phenotype characterized by the presence of sarcopenia, diabetes mellitus and low body mass index, with alterations in branched-chain amino acids and high activity of lactate dehydrogenase enzyme. Frailty and sarcopenia are common among KT candidates, and their metabolic status reveals notable disruptions in energy and amino acid metabolism. These findings highlight the value of a detailed metabolic assessment to more accurately evaluate patient health status prior to transplantation.",Clinical kidney journal,2025,Madrid-Gambin Francisco; Pérez-Sáez María José; Gómez-Gómez Alex; Haro Noemí; Redondo-Pachón Dolores; Dávalos-Yerovi Vanessa; Marco Ester; Crespo Marta; Pozo Oscar J; Pascual Julio,,10.1093/ckj/sfae366,40008357,https://pubmed.ncbi.nlm.nih.gov/40008357/
PubMed,The evaluation of kidney transplant candidates prior to waitlisting: a scoping review.,"Before patients with kidney failure can undergo kidney transplantation, their suitability is assessed through a transplantation work-up. Variation in the transplantation work-up could contribute to inefficiency and inequality in accessing the transplant waiting list and kidney transplantation. We conducted a scoping review on the evaluation of kidney transplant candidates prior to waitlisting, investigating: (i) content of the transplantation work-up; (ii) contraindications to waitlisting; and (iii) organization of the transplantation work-up. A systematic search was conducted in Ovid Medline and Ovid EMBASE in collaboration with a medical information specialist. Studies investigating practice patterns since 2013 related to the evaluation of adults receiving their first kidney graft from a deceased donor were included. Results from 20 studies showed substantial variation in the evaluation of kidney transplant candidates. The content of the transplantation work-up differed between studied centers, yet common domains included screening for infections, heart disease, peripheral artery disease, and malignancy. Commonly reported contraindications to waitlisting were obesity and age-related factors. However, strict cut-off for BMI and age were used less. The organization of the transplantation work-up differed across studied centers with regard to referral and waitlisting decisions, screening and prioritization, and the setting of the transplantation work-up. Literature on the evaluation of kidney transplant candidates is limited, but our findings suggest substantial variation in pre-waitlisting practices among centers. This may contribute to differences in kidney transplantation access and outcomes between countries. Further research on pre-transplantation practices, specifically regarding the standardization of the transplantation work-up, is needed.",Clinical kidney journal,2025,Boerstra Brittany A; Pippias Maria; Kramer Anneke; Dirix Marie; Daams Joost; Jager Kitty J; Hellemans Rachel; Stel Vianda S,,10.1093/ckj/sfae377,40008352,https://pubmed.ncbi.nlm.nih.gov/40008352/
PubMed,Multiparametric MRI: can we assess renal function differently?,"We are lacking tools to evaluate renal performance. In this review, we presented the current knowledge and potential future applications in nephrology of new magnetic resonance imaging (MRI) techniques, focusing on diffusion-weighted (DWI) MRI, blood oxygen level-dependent (BOLD) MRI, and magnetic resonance relaxometry (T1 and T2 mapping). These sequences are sensitive to early changes in biological processes such as perfusion, oxygenation, edema, or fibrosis without requiring contrast medium injection and avoids irradiation and nephrotoxicity. Combining these different sequences into the so-called ""multiparametric MRI"" enables noninvasive, repeated exploration of renal performance on each kidney separately. DWI MRI, which evaluates the movement of water molecules, is a promising tool for noninvasive assessment of interstitial fibrosis and the cortical restricted diffusion has a prognostic value for the deterioration of renal function in diabetic nephropathy. BOLD MRI is sensitive to changes in renal tissue oxygenation based on the paramagnetic properties of deoxyhemoglobin and is of particular interest in the setting of renal artery stenosis to assess tissue oxygenation in the post-stenotic kidney. This sequence can be used for predicting degradation of renal function in chronic kidney diseases (CKD) and might be useful in preclinical studies to assess nephroprotective and nephrotoxic effects of drugs in development. T1 and T2 relaxation times change with tissue water content and might help assessing renal fibrosis. A corticomedullary dedifferentiation in T1 has been observed in CKD and negatively correlates with glomerular filtration rate. Data on the significance of T2 values in renal imaging is more limited. Multiparametric MRI has the potential to provide a better understanding of renal physiology and pathophysiology, a better characterization of renal lesions, an earlier and more sensitive detection of renal disease, and an aid to personalized patient-centered therapeutic decision-making. Further data and clinical trials are needed to allow its routine application in clinical practice.",Clinical kidney journal,2025,Tournebize Corentin; Schleef Maxime; De Mul Aurélie; Pacaud Sophie; Derain-Dubourg Laurence; Juillard Laurent; Rouvière Olivier; Lemoine Sandrine,,10.1093/ckj/sfae365,40008350,https://pubmed.ncbi.nlm.nih.gov/40008350/
PubMed,"Urine complement-related proteins in IgA nephropathy and IgA vasculitis nephritis, possible biomarkers of disease activity.","The activation of the complement system plays an important role in the pathogenesis of IgA nephropathy (IgAN). Our primary aim was to evaluate a range of complement-related proteins, including pentraxin-3 (PTX-3), in blood and urine at diagnosis and their association with disease activity in the kidney biopsy, eGFR, albuminuria, and outcome. Our secondary aim was to compare the same biomarkers between patients with IgAN and IgA vasculitis with renal involvement (IgAVN). In a longitudinal Swedish cohort of 96 patients with IgAN ( Patients with detectable vs undetectable u-PTX-3 and u-mannose-binding lectin (MBL) more frequently had mesangial hypercellularity, endocapillary proliferation, and crescents in their kidney biopsy. u-C4c levels were higher in patients with advanced tubulointerstitial fibrosis, and u-C4c was also an independent predictor of a more severe eGFR slope. There were no differences in the levels of biomarkers between patients with IgAN and IgAVN. u-PTX-3 and u-MBL might be biomarkers of an active proliferative stage of the disease, while higher u-C4c levels indicate more chronic lesions in both IgAN and IgAVN. These results must, however, be confirmed in larger and multiethnic cohorts.",Clinical kidney journal,2025,Nurmi Mazdak Sanaei; Pérez-Alós Laura; Garred Peter; Fellström Bengt; Gabrysch Katja; Lundberg Sigrid,,10.1093/ckj/sfae395,40008348,https://pubmed.ncbi.nlm.nih.gov/40008348/
PubMed,The Diminished Cardiorespiratory Fitness in Cardiovascular-Kidney-Metabolic Syndrome.,"The American Heart Association has recently emphasized the significance of the cardiovascular-kidney-metabolic (CKM) syndrome. However, the cumulative impact of these factors on cardiorespiratory fitness remains inadequately characterized. This study aimed to examine the responses observed during cardiopulmonary exercise testing (CPET) of CKM syndrome patients and explore the potential correlation between cardiorespiratory fitness and hemoglobin concentration in this cohort. Cross-sectional study. We retrospectively collected medical data of 8206 patients who underwent CPET from 2012-2022. Among the 878 individuals enrolled, 12 were healthy controls, 809 had isolated CVD, and 57 were in CKM stage 4. After propensity score matching, 112 patients were included in the matched cohort analysis, with 56 each in the CVD and CKM groups. CPET responses were compared between the groups using propensity matched analysis. Additionally, simple mediation models were employed to investigate the potential mediating role of hemoglobin concentration in the association between CKM syndrome and peak VO After propensity score-matching, CKM stage 4 was associated with diminished cardiorespiratory fitness compared to the other two groups. This included diminished exercise capacity, reflected by shorter exercise time, lower maximum workload (and its percent predicted value), and reduced peak VO2 (including its percent predicted value and peak VO2/kg). Additionally, cardiac autonomic function was impaired, as evidenced by decreased heart rate recovery (HRR) and a reduced slope of HR recovery (all  Individuals with CKM syndrome demonstrate compromised responses to CPET manifested by diminished exercise capacity and cardiac autonomic function. While diminished peak oxygen uptake can be partly explained by hemoglobin concentration as we found, further research is necessary to understand other underlying mechanisms.",Journal of multidisciplinary healthcare,2025,Liu Yuting; Liang Yanting; Ma Huan; Gao Hengyuan; Zhang Xinzhou,,10.2147/JMDH.S508981,40008289,https://pubmed.ncbi.nlm.nih.gov/40008289/
PubMed,A pilot randomized controlled study of integrated kidney palliative care and chronic kidney disease care implemented in a safety-net hospital: Protocol for a pilot study of feasibility of a randomized controlled trial.,"Chronic kidney disease (CKD) impacts more than 800 million people. It causes significant suffering and disproportionately impacts marginalized populations in the United States. Kidney palliative care has the potential to alleviate this distress, but has not been tested. This pilot study evaluates the feasibility of a randomized clinical trial (RCT) testing the efficacy of integrated kidney palliative and CKD care in an urban safety-net hospital. This is a single-site pilot RCT designed to enroll 85 participants, with a goal of at least 60 completing the study. The inclusion criteria are adults 18 or older, who are either Spanish or English speakers, have an estimated Glomerular Filtration Rate (eGFR) of ≤30 mL/min/1.73 m This pilot RCT will provide essential data on the feasibility of testing integrated palliative care in CKD care in an underserved setting. These outcomes will inform a larger, fully powered trial that tests the efficacy of our kidney palliative care approach. NCT04998110.",Contemporary clinical trials communications,2025,Scherer Jennifer S; Wu Wenbo; Lyu Chen; Goldfeld Keith S; Brody Abraham A; Chodosh Joshua; Charytan David,,10.1016/j.conctc.2025.101439,40008278,https://pubmed.ncbi.nlm.nih.gov/40008278/
PubMed,"""YouTube"" for Surgical Training and Education in Donor Nephrectomy: Friend or Foe?","The COVID-19 pandemic has accelerated the shift toward e-learning and online education in surgical training. With the increasing prevalence of end-stage chronic kidney disease, kidney transplantation is in high demand. Donor safety is crucial in nephrectomy procedures, highlighting the importance of effective training. This study evaluates the quality and effectiveness of YouTube videos focusing on laparoscopic and robotic donor nephrectomy for surgical education. On October 24, 2023, searches on YouTube for ""laparoscopic live donor nephrectomy"" and ""robotic live donor nephrectomy"" returned 121 videos, with 63 included in the study. Popularity was evaluated using the Video Power Index (VPI), while reliability and quality were assessed using the LAP-VEGaS Video Assessment Tool and Journal of the American Medical Association (JAMA) benchmark criteria. Additionally, a structured descriptive tool called the ""Live Donor Nephrectomy Completeness (LDNC)"" was created to evaluate the completeness and educational value of procedural technical steps. Out of 63 videos reviewed, laparoscopic surgical procedures were depicted in 71.4% of them, while robotic approaches were shown in 28.6%. Academic backgrounds were associated with 54% of the videos, and individual physician backgrounds with 46%. Mean scores were LAP-VEGaS 9.79 ± 3.87, VPI 6.32 ± 3.31, and LDNC 9.68 ± 1.97. JAMA scores varied, with 34.9% receiving 1 point, 34.9% receiving 2 points, 17.5% receiving 3 points, and 12.7% receiving 4 points. Academic videos scored significantly higher in LAP-VEGaS and LDNC (all  Amidst the challenges posed by the pandemic on surgical education, YouTube has emerged as a valuable resource for learning about laparoscopic and robotic donor nephrectomy for living kidney donation. However, the quality and reliability of these videos vary greatly, and many lack thorough reviews, leading to incomplete information. To enhance their educational value, it's proposed that videos undergo professional evaluation before publication and adhere to standardized, structured, and validated scoring systems, ensuring logical structure and improved quality.",Journal of medical education and curricular development,2025,El-Mahrouk Mohamed; Jaradat Derar; Eichler Tim; Sucher Robert; Margreiter Christian; Lederer Andri; Karitnig Robert; Geisler Antonia; Jahn Nora; Hau Hans Michael,,10.1177/23821205241301552,40008117,https://pubmed.ncbi.nlm.nih.gov/40008117/
PubMed,Chronic Kidney Disease With Related Oral Health Problems and Alterations in the Tongue Microbiome Illustrated by a 15-Year-Old Girl: A Case Report.,"Chronic kidney disease (CKD) is characterised by a gradual loss of kidney function over time and is often linked to oral health issues. This case illustrates typical conditions in young CKD patients based on a 15-year-old girl with CKD stage 4 and methylmalonic aciduria, severe gingivitis and hyperplasia of the gingiva, and a need for orthodontic treatment. Oral hygiene interventions, homecare instructions and deep cleaning under antibiotic shielding were necessary to improve the patient's oral health. The immediate worsening of oral health status after extending the interval between regular prophylaxis appointments highlights the need for intensive prevention in young CKD patients to control oral health disorders. This report aims to demonstrate burden-of-care-reducing oral prophylaxis options for patients suffering from severe CKD with oral manifestations. ",Case reports in pediatrics,2025,Hoefer Karolin C; Weber Lutz T; Jazmati Nathalie; Noack Michael J; Barbe Anna Greta; Graf Isabelle,,10.1155/crpe/1018472,40007817,https://pubmed.ncbi.nlm.nih.gov/40007817/
PubMed,Nonlinear association between glycated hemoglobin levels and mortality in elderly patients with non-diabetic chronic kidney disease: a national health and nutrition examination survey analysis.,"The relationship between glycated hemoglobin (HbA1c) levels and mortality outcomes in elderly patients with non-diabetic chronic kidney disease (CKD) has not been well characterized. This study aimed to investigate the correlation between HbA1c levels and all-cause and cardiovascular disease (CVD) mortality in elderly individuals with non-diabetic CKD. Data from the NHANES (1999-2018) were analyzed to measure HbA1c levels in whole blood using high-performance liquid chromatography (HPLC). Information on deaths and subsequent details was collected through the National Mortality Index until December 31, 2019. Hazard ratios (HR) and 95% confidence intervals (CIs) for all-cause and CVD mortality were calculated using weighted Cox proportional hazards and restricted cubic spline models. Among the 1,931 participants (mean [SE] age, 73.2 [0.2] years; 61.9% female), over a median follow-up period of 7.6 years, a total of 1,003 deaths were observed, including 412 from CVD. HbA1c was divided into four quartiles: Quartile 1 (3.7-5.3%), Quartile 2 (5.4-5.6%), Quartile 3 (5.7-5.8%) as the reference group, and Quartile 4 (5.9-6.4%). Higher risks of all-cause mortality were noted in the lowest and highest HbA1c quartiles, with adjusted HR (95% CI) of 1.48 (1.18-1.87) and 1.31 (1.01-1.70) respectively. For CVD mortality, the lowest quartile showed a significantly increased risk (HR 1.94, 95% CI: 1.29-2.90), but the highest quartile did not significantly differ from the reference, with HR 1.14 (0.73-1.77). The RCS analysis indicated a U-shaped nonlinear relationship between HbA1c levels and all-cause mortality (P = 0.026 for nonlinearity) and a J-shaped nonlinear relationship with CVD mortality (P = 0.035 for nonlinearity). This cohort study suggests that both low and high HbA1c levels are associated with an increased risk of all-cause mortality in elderly patients with non-diabetic CKD.",Frontiers in endocrinology,2025,Huang Lihua; He Liuliu; Zeng Qingfeng; Huang Jinjing; Luo Xiaoyan; Zhong Qiuming,"Humans; Female; Male; Aged; Renal Insufficiency, Chronic; Glycated Hemoglobin; Nutrition Surveys; Cardiovascular Diseases; Aged, 80 and over; Follow-Up Studies; Risk Factors; Mortality",10.3389/fendo.2025.1416506,40007805,https://pubmed.ncbi.nlm.nih.gov/40007805/
PubMed,A puzzling case of pulmonary infiltrates in a young man with chronic kidney disease.,,"Breathe (Sheffield, England)",2025,Palazzolo Luca; Bassi Ilaria; Guerrieri Aldo; Zompatori Maurizio; Dalpiaz Giorgia; Pisani Lara,,10.1183/20734735.0174-2024,40007530,https://pubmed.ncbi.nlm.nih.gov/40007530/
PubMed,Clinical decision system for chronic kidney disease staging using machine learning.,"Chronic Kidney Disease (CKD) is a prevalent health condition that requires personalized treatment planning at each of its five stages. Machine Learning (ML) and Generative AI have shown promise in predicting CKD progression based on patient data. However, existing prediction models have limitations on generalizability, interpretability, and resource requirements. This study aims to develop a clinical support system using ML models to classify CKD stages accurately. The research focuses on feature selection strategies and model performance evaluation to enhance prediction accuracy and guide personalized treatment planning for CKD patients. The study utilizes ML algorithms, including Gradient Boosting, XGBoost, CatBoost, and GAN AML, to categorize CKD stages. Various feature selection techniques such as Recursive Feature Elimination, chi-square test, and SHAP are employed to identify relevant features for improved prediction accuracy. The models are evaluated based on precision, recall, F1-score, accuracy, and AUC-ROC metrics. The findings demonstrate the effectiveness of CatBoost and GAN AML in accurately classifying CKD stages, highlighting the importance of expert knowledge in selecting feature selection strategies to enhance ML model performance. Future research directions include validating diverse datasets, integrating with clinical practice, and improving interpretability and explainability in CKD prediction models.",Technology and health care : official journal of the European Society for Engineering and Medicine,2025,Chandralekha E; Saravanan T R; Vijayaraj N,,10.1177/09287329251316447,40007418,https://pubmed.ncbi.nlm.nih.gov/40007418/
PubMed,Study on Incidence of Pregnancy-related Acute Kidney Injury and Its Associated Risk Factors and Outcomes: In Preponderant Tribal State of India.,"Pregnancy-related acute kidney injury (PRAKI) may occur due to various causes from conception to puerperium. This study was undertaken to determine the incidence and associated risk factors and evaluate fetomaternal outcomes in PRAKI at tertiary care institution. A prospective longitudinal study was conducted with enrollment of pregnant females with PRAKI, ≥28 weeks, and up to 7 days of puerperium, diagnosed as per the Kidney Disease Improving Global Outcomes (KDIGO) criteria - serum creatinine >1.3 mg/dl at admission or increased by 0.3 mg/dL within 48 h or >1.5 times within 7 days or urine output <0.5 ml/kg/h. A detailed history including sociodemographic factors, obstetric history, and underlying medical disorders with primary cause and obstetric precipitating factors of PRAKI was noted. The sample size was 184 patients and followed up with serial renal function test, serum electrolytes, input/urine output monitoring, and dialysis, on nephrologist advice. Complete renal recovery was considered if serum creatinine <1.3 mg/dl at discharge. In the present study, the incidence of PRAKI was 3.16%, the mean age was 25.36 ± 5.13 years, and 76.08% of patients were antenatal, mostly primigravida. Primary causes were hypertension (57.06%), hemorrhage (20.65%), multiorgan failure (MOF), sepsis, and other causes. Obstetric complications which precipitate PRAKI were eclampsia (antepartum [52.38%], severe preeclampsia [44.77%], and postpartum [2.86%]), hemorrhage (antepartum [28.59%] and postpartum [23.68%]), hemolysis, elevated liver enzymes, and low platelet count syndrome (3.8%), and acute fatty liver of pregnancy (2.71%). The mean serum creatinine (mg/dL) at admission, after 48 h, and at discharge were 1.92 ± 0.87, 2.69 ± 1.33, and 1.09 ± 0.32, respectively (P = 0.0001). The mean blood urea (mg/dL) at admission and at discharge were 83.9 ± 30.42 and 37.2 ± 7.12, respectively (P = 0.0001). Hemodialysis was performed in 42 (22.83%) patients; 142 patients (77.17%) were managed conservatively. Complete recovery in 137 (74.46%), 19 (10.33%) maternal mortality, 5 (11.9%) patients progressed to chronic kidney disease, median hospital stay 10 days, intensive care unit (ICU) stay 8 days (P = 0.0001). Live birth, intrauterine death, and neonatal ICU admission were in 128 (69.57%), 56 (30.43%), and 42 (32.81%) patients, respectively. Proper antenatal care, timely referral, and early detection and management of PRAKI may minimize fetomaternal morbidity and mortality.",Annals of African medicine,2025,Kumari Pooja; Trivedi Kiran; Banerjee Sudipto; Sharma Apoorwa; Sinha Tulika; Boipai Payal; Kumari Shiwani,,10.4103/aam.aam_200_24,40007240,https://pubmed.ncbi.nlm.nih.gov/40007240/
PubMed,The Humoral Immune Response Against COVID-19 Through Vaccination in Hemodialysis Patients.,"This study investigated the humoral responses to SARS-CoV-2 in hemodialysis (HD) patients. The clearance of molecules in the blood during hemodialysis is influenced by factors such as filter pore size, flow rate, operating pressure, and treatment duration. Chronic kidney disease patients often show low antibody titers for pathogens like pneumococcus, influenza virus, and hepatitis B virus. In this study, the surrogate virus neutralization test (sVNT) for the wild type (WT) and Omicron variants, as well as spike-specific IgG levels, were measured at two time points (May 2022 and December 2023). Medical records and questionnaires were used to gather participant information. A total of 26 HD patients were enrolled, including 3 on immunosuppressive therapies. A total of 8 patients had COVID-19 during the first sampling, and 19 during the second. The results showed that sVNT levels for WT decreased over time, though positivity remained at 100% during both sampling periods. In contrast, sVNT levels for Omicron increased significantly, with positivity rising from 46.2% to 75.0% ( HD patients, particularly those on immunosuppressive therapies, showed reduced and declining neutralizing responses over time. A meta-analysis of HD patients seems necessary to determine whether all dialysis patients need COVID-19 booster vaccinations, similar to the hepatitis B vaccine, highlighting the need for targeted vaccination strategies.",Vaccines,2025,Park Ji Young; Choi Seong-Ho; Lim Yong Kwan; Shin Jungho; Kwon Soie; Kim Haein; Chung Jin-Won,,10.3390/vaccines13020170,40006717,https://pubmed.ncbi.nlm.nih.gov/40006717/
PubMed,Parathyroid Hormone Concentration in Dogs Affected by Acute Kidney Injury Compared with Healthy and Chronic Kidney Disease.,"Information about parathyroid hormone (PTH) status in the course of AKI is lacking. In contrast, renal secondary hyperparathyroidism (RSHPT) is a well-known consequence of canine chronic kidney disease (CKD). This study aimed to investigate PTH status in dogs affected by AKI, comparing PTH concentrations between healthy dogs, dogs affected by AKI and dogs affected by CKD. Three groups of dogs (35 affected by AKI, 35 affected by CKD and 41 healthy) were retrospectively included. PTH concentrations were significantly higher in both the AKI and CKD groups (",Veterinary sciences,2025,Zambarbieri Jari; Monari Erika; Dondi Francesco; Moretti Pierangelo; Giordano Alessia; Scarpa Paola,,10.3390/vetsci12020131,40005891,https://pubmed.ncbi.nlm.nih.gov/40005891/
PubMed,MOTS-c Levels and Sarcopenia Risk in Chronic Peritoneal Dialysis Patients: A Pilot Study.,,"Medicina (Kaunas, Lithuania)",2025,Zicarelli Mariateresa; Greco Marta; Roumeliotis Stefanos; Lo Vasco Maria Elisa; Dragone Francesco; Kourtidou Christodoula; Alekos Ioannis; Misiti Roberta; Foti Daniela Patrizia; Coppolino Giuseppe; Liakopoulos Vassilios; Dounousi Evangelia; Bolignano Davide,"Humans; Sarcopenia; Pilot Projects; Peritoneal Dialysis; Male; Female; Middle Aged; Aged; Kidney Failure, Chronic; Biomarkers",10.3390/medicina61020322,40005438,https://pubmed.ncbi.nlm.nih.gov/40005438/
