source,title,abstract,journal,publication_date,doi,url
PubMed,"Pregnancy outcomes in women with primary Sjögren's syndrome: an analysis of data from the multicentre, prospective, GR2 study.","Adverse pregnancy outcomes in women with primary Sjögren's syndrome have only been evaluated retrospectively using heterogeneous methods and with contradictory results. We aimed to describe adverse pregnancy, delivery, and birth outcome risks in pregnant women with primary Sjögren's syndrome compared with those of a matched general population in France, and to identify factors predictive of disease flares or adverse pregnancy outcomes. We conducted a multicentre, prospective, cohort study in France using the GR2 (Groupe de Recherche sur la Grossesse et les Maladies Rares) registry. Women from the GR2 study were eligible if they had conceived before March, 2021, had primary Sjögren's syndrome according to the American College of Rheumatology and European Alliance of Associations for Rheumatology (EULAR) 2016 classification criteria, and had an ongoing pregnancy at 12 weeks of gestation. In women who entered in the registry with pregnancies before 18 weeks of gestation, we sought to identify factors associated with primary Sjögren's syndrome flare (≥3-point increase in EULAR Sjögren's Syndrome Disease Activity Index [ESSDAI] score) or adverse pregnancy outcomes (fetal or neonatal death, placental insufficiency leading to a preterm delivery [<37 weeks of gestation], or small-for-gestational-age birthweight). A matched controlled study compared adverse pregnancy, delivery, and birth outcome rates between pregnant women with primary Sjögren's syndrome from the GR2 registry and matched controls from the general population included in the last French perinatal survey (Enquête Nationale Périnatale 2016). 1944 pregnancies were identified in the GR2 cohort, of which 106 pregnancies in 96 women with primary Sjögren's syndrome were included in this analysis. The median age at pregnancy onset was 33 years (IQR 31-36). 87 (83%) of 105 pregnancies (with ethnicity data) were in White women, 18 (17%) were in Black women; 92 (90%) of 102 had previous systemic activity (ESSDAI score of ≥1; data missing in four pregnancies), and 48 (45%) of 106 had systemic activity at inclusion. Of 93 pregnancies included at week 18 of gestation or earlier, primary Sjögren's syndrome flares occurred in 12 (13%). No baseline parameters were associated with primary Sjögren's syndrome flare. Four twin pregnancies and one medical termination were excluded from the adverse pregnancy outcome analysis; of the remaining 88, adverse pregnancy outcomes occurred in six (7%). Among pregnancies in women with data for antiphospholipid antibodies (n=55), antiphospholipid antibody positivity was more frequent among pregnancies with adverse outcomes (two [50%] of four pregnancies) compared with those without adverse outcomes (two [4%] of 51 pregnancies; p=0·023). Anti-RNP antibody positivity was also more frequent among pregnancies with adverse outcomes than those without, although this was not statistically significant. In the matched controlled study, adverse pregnancy outcomes occurred in nine (9%) of 105 pregnancies in women with primary Sjögren's syndrome and 28 (7%) of the 420 matched control pregnancies; adverse pregnancy outcomes were not significantly associated with primary Sjögren's syndrome (odds ratio 1·31, 95% CI 0·53-2·98; p=0·52). Pregnancies in women with primary Sjögren's syndrome had very good prognoses for mothers and fetuses, with no overall increase in adverse pregnancy outcome risk compared with the general population. Women with antiphospholipid antibodies or anti-RNP antibodies require close monitoring, because these factors might be associated with a higher risk of adverse pregnancy outcomes. Lupus France, Association des Sclérodermiques de France, Association Gougerot Sjögren, Association Francophone Contre la Polychondrite Chronique Atrophiante, AFM-Telethon, Société Nationale Française de Médecine Interne, Société Française de Rhumatologie, Cochin Hospital, French Health Ministry, Fondation for Research in Rheumatology, Association Prix Véronique Roualet, Union Chimique Belge.",The Lancet. Rheumatology,2023,10.1016/S2665-9913(23)00099-1,https://pubmed.ncbi.nlm.nih.gov/38251600/
PubMed,"Chronic kidney disease in America, Africa, and Asia: Overview of treatment cost and options.","Chronic kidney disease (CKD) is one of the non-infectious diseases that threaten patients' lives on a daily basis. Its prevalence is high, but under-reported by patients and those living with the disease, as it is silent and asymptomatic in the early stages. Kidney disease increases the risk of heart and vascular disease. These problems can manifest themselves slowly, over a long period of time. Early detection and treatment can often prevent chronic kidney disease from worsening. As kidney disease progresses, it can lead to kidney failure, requiring dialysis or a kidney transplant to stay alive. In this narrative review, we will mainly discuss different treatment option costs in different countries and how much they cost healthcare systems in countries in three different continents.",Annales pharmaceutiques francaises,2024,10.1016/j.pharma.2024.01.002,https://pubmed.ncbi.nlm.nih.gov/38218427/
PubMed,"[Finerenone (Kerendia®), a new weapon against the chronic kidney disease of a patient with type 2 diabetes].","Finerenone, a new nonsteroidal mineralocorticoid receptor antagonist, showed a significant reduction in a primary composite renal outcome in FIDELIO-DKD and a significant reduction in a primary composite cardiovascular outcome in FIGARO-DKD in patients with type 2 diabetes (T2D) and a chronic kidney disease (CKD). In a subsequent analysis that combined these two clinical trials (FIDELITY), the reduction becomes statistically significant when compared to placebo for both outcomes, with a hazard ratio of 0.86 (95 % confidence interval 0.78-0.95; P = 0.0018) for the cardiovascular outcome and 0.77 (0.67-0.88; P = 0.0002) for the renal outcome. Furthermore, all renal events occurred less frequently with finerenone than with placebo, including the progression to end-stage CKD independently of the baseline levels of glomerular filtration rate and albuminuria and regardless of associated medications (including gliflozins). The safety profile was excellent. However, a significant increase in serum potassium level was observed. Even if it is less pronounced than the increase usually seen with spironolactone, the risk of hyperkalemia requires some caution regarding both patient selection and monitoring. Finerenone (Kerendia®) is indicated in the treatment of CKD with albuminuria in adult patients with T2D. In Belgium, it is reimbursed with conditions in combination with a renin-angiotensin blocker. La finérénone, un nouvel antagoniste non stéroïdien du récepteur des minéralocorticoïdes, a montré, dans deux grandes études réalisées chez des patients avec un diabète de type 2 (DT2) et une maladie rénale chronique (MRC), une réduction significative du critère composite rénal dans FIDELIO-DKD et du critère composite cardiovasculaire dans FIGARO-DKD. Dans une analyse combinant les deux études (FIDELITY), la réduction est statistiquement significative dans le groupe finérénone par rapport au groupe placebo pour les deux critères, avec un hasard ratio de 0,86 (intervalle de confiance à 95 % 0,78-0,95; P = 0,0018) pour le critère cardiovasculaire et de 0,77 (0,67-0,88; P = 0,0002) pour le critère rénal. De plus, tous les événements rénaux surviennent moins fréquemment sous finérénone que sous placebo, y compris la progression vers l’insuffisance rénale terminale et ce, indépendamment du niveau du débit de filtration glomérulaire et de l’albuminurie à l’inclusion dans les essais ou des traitements associés (y compris les gliflozines). Le profil de sécurité est excellent, avec cependant une élévation de la kaliémie. Si elle est moindre que celle observée avec la spironolactone, elle nécessite néanmoins des précautions d’usage en termes de sélection des patients et de leur surveillance. La finérénone (Kerendia®) est indiquée dans le traitement de la MRC avec albuminurie chez le patient adulte avec DT2 et est remboursée en Belgique, sous conditions, en association avec un bloqueur du système rénine-angiotensine.",Revue medicale de Liege,2023,,https://pubmed.ncbi.nlm.nih.gov/38095038/
PubMed,[Cognitive impairment and the blood-brain barrier in chronic kidney disease: role of the uremic toxins].,"Patients with chronic kidney disease (CKD) have an increased risk of cognitive disorders, presenting as vascular dementia, compared with the general population. These cognitive disorders occur early during the course of the kidney disease and evolve in parallel with the decline in glomerular filtration rate. They affect 30 to 80 % of patients with stage 5 CKD. Kidney transplantation only partially improves cognitive impairment. In this narrative review, we summarize the epidemiology and recent clinical and experimental data on cognitive impairment in CKD and discuss the potential specific mechanisms. Among the factors associated with cognitive impairment, the accumulation of uremic toxins such as indoxyl sulfate appears to be a specific risk factor for cognitive decline. These toxins have an endothelial toxicity that can disrupt the cerebral endothelium. The rupture of the blood-brain barrier (BBB) is a mechanism implicated in several neurodegenerative pathologies and systemic diseases with cerebral tropism. Recent experimental findings in CKD indicate that disruption of the BBB appears to be an important mechanism behind cognitive impairment in CKD. In murine models of CKD, increased BBB permeability is linked to memory impairment and aryl hydrocarbon receptor activation following accumulation of circulating indoxyl sulfate. This disruption of the BBB could also have harmful consequences for stroke susceptibility and drug neurotoxicity in CKD patients. Les patients atteints de maladie rénale chronique (MRC) présentent un risque accru de troubles neurocognitifs par rapport à la population générale, se présentant sous la forme d’une démence vasculaire. Ces troubles cognitifs interviennent précocement dans la maladie rénale et évoluent en parallèle au déclin du débit de filtration glomérulaire. Ils concernent 30 à 80 % des patients au stade 5 de la MRC. La transplantation rénale n’améliore que partiellement les troubles cognitifs. Dans cette revue narrative, nous résumons l’épidémiologie et les données cliniques et expérimentales récentes sur les troubles cognitifs dans la MRC, et nous en abordons les mécanismes spécifiques potentiels. Parmi les facteurs associés aux atteintes cognitives, l’accumulation des toxines urémiques, comme l’indoxyl sulfate, apparaît comme un facteur de risque spécifique de déclin cognitif. Ces toxines possèdent une toxicité endothéliale pouvant perturber l’endothélium cérébral. La rupture de la barrière hémato-encéphalique (BHE) est un mécanisme impliqué dans plusieurs pathologies neuro-dégénératives et des maladies systémiques à tropisme cérébral. Les résultats de travaux expérimentaux récents dans la MRC indiquent que la rupture de la BHE semble être un mécanisme important des troubles cognitifs au cours de la MRC. Dans les modèles murins de MRC, la perméabilité accrue de la BHE est liée à l’atteinte de la mémoire et à l’activation d’Aryl hydrocarbon Receptor suite à l’accumulation d’indoxyl sufate circulant. Cette rupture de la BHE pourrait également avoir des conséquences néfastes sur la susceptibilité aux accidents vasculaires cérébraux (AVC) et à la neurotoxicité médicamenteuse chez les patients MRC.",Nephrologie & therapeutique,2023,10.1684/ndt.2023.51,https://pubmed.ncbi.nlm.nih.gov/38059844/
PubMed,[The benefits of home visits for patients on home hemodialysis].,"The success of home hemodialysis depends on several criteria. On the one hand, the patient's willingness to be autonomous, his or her degree of understanding, the technical feasibility at home, and the presence of a third party. Secondly, the quality of initial training (which must respect the patient's rhythm) and follow-up at home. This is a true patient-caregiver partnership, based on trust. Home visits are part of this approach, and help maintain the link, as a team at Caen University Hospital can testify.",Revue de l'infirmiere,2023,10.1016/j.revinf.2023.09.008,https://pubmed.ncbi.nlm.nih.gov/37952992/
PubMed,[Pruritus associated with chronic kidney disease in hemodialysis patients: a survey in French nephrologists].,"Chronic kidney disease-associated pruritus (CKD-aP) is common in hemodialysis patients and severely impairs their quality of life, but the practices of nephrologists remain poorly known. The objective of this on-line survey was to describe the management of CKD-aP in French nephrologists affiliated with the French-speaking Society of Nephrology, Dialysis and Transplantation (SFNDT) and involved in hemodialysis. In total, 122 questionnaires were completed and 100 were usable. Nephrologists reported they personally managed a median of 52 patients; they estimated that the CKD-aP prevalence in their hemodialysis patients was a median of 10% (IQR, 6.3-17.2); 6% of nephrologists reported not following any patient with CKD-aP. In case of CKD-aP, the first-intention intervention was the evaluation of phosphocalcic metabolism (53.5%) and verification of dialysis adequacy (52%). For moderate-to-severe CKD-aP, the first-line prescription was topical therapy (71.3%), antihistamine (23.2%) and membrane change (15.9%). Patients were referred to a dermatologist mainly in case of treatment failure (86.9%) or scratching lesions (40.4%). Available treatments were considered ineffective for 50.5% of nephrologists, partially effective for 45.5% and effective for only 4%. These results show that according to the opinion of nephrologists, the pruritus prevalence is low in dialysis patients. This is inconsistent with studies based on systematic patient interviews, thus suggesting that pruritus is a symptom overlooked by nephrologists. In the context of the arrival of a new drug for pruritus, patients should be more questioned about this symptom in order to propose this treatment. Le prurit associé à l’insuffisance rénale chronique (Pa-IRC) est fréquent chez les patients hémodialysés et altère gravement leur qualité de vie, mais les pratiques des néphrologues restent mal connues. L’objectif de cette enquête en ligne était de décrire la prise en charge du Pa-IRC par les néphrologues français hémodialyseurs affiliés à la Société francophone de néphrologie, dialyse et transplantation (SFNDT). Au total, 122 questionnaires ont été remplis et 100 étaient utilisables. Les néphrologues suivaient personnellement 52 patients (médiane). Ils estimaient que la prévalence du Pa-IRC chez ces patients était de 10 % (médiane ; écart interquartile : 6,3-17,2) ; 6 % des néphrologues ont déclaré ne suivre aucun patient atteint de Pa-IRC. En cas de Pa-IRC, l’intervention de première intention était l’évaluation du métabolisme phosphocalcique (53,5 %) et la vérification de la qualité de dialyse (52 %). Pour le Pa-IRC modéré à sévère, la prescription de première intention était un traitement topique (71,3 %), un antihistaminique (23,2 %) et un changement de membrane (15,9 %). Les traitements disponibles étaient considérés comme inefficaces pour 50,5 % des néphrologues, partiellement efficaces pour 45,5 % et efficaces pour seulement 4 %. Ces résultats montrent que selon l’opinion des néphrologues, la prévalence du prurit est faible chez les patients dialysés. Ceci est en contradiction avec les études basées sur des entretiens systématiques avec les patients, suggérant ainsi que le prurit est un symptôme sous-estimé par les néphrologues. Dans le contexte de l’arrivée d’un nouveau médicament pour le prurit, les patients devraient être davantage interrogés sur ce symptôme afin de proposer ce traitement.",Nephrologie & therapeutique,2023,10.1684/ndt.2023.31,https://pubmed.ncbi.nlm.nih.gov/37915193/
PubMed,[The value of preventing constipation in patients treated with peritoneal dialysis: an advanced practice nursing study].,"In 1989, experts developed the Rome criteria classification coupled with the use of the Bristol scale, to objectify the condition of functional constipation.Background Nowadays, little is documented in the literature about transit disorders in patients with End-Stage Chronic Renal Failure treated with peritoneal dialysis, even though this causes non-negligible complications on the patient&#8217;s morbidity, comfort and quality of life. The main objective of our study was to evaluate the prevalence of constipation in CKD patients. We conducted a retrospective multicenter data-driven study. 74 patient records were analyzed. We found a prevalence of constipation of 58&#160;% in patients with CKD. Our results showed that the prevalence of constipation is frequent in patients with CKD. It leads to a significant discomfort for the patient, an additional cost in terms of care and technical procedures and a failure of the peritoneal dialysis technique. Thus, the prevention of constipation in CKD patients would be relevant to limit complications and ensure a better quality of life. En 1989, des experts ont mis au point la classification des critères de Rome couplée à l’utilisation de l’échelle de Bristol, afin d’objectiver l’état de constipation fonctionnelle. Aujourd’hui, la littérature documente peu les troubles du transit des patients en Insuffisance rénale chronique terminale (IRCT) traités par la Dialyse péritonéale (DP), alors même que cela engendre des complications non négligeables sur la morbidité, le confort et la qualité de vie du patient. L’objectif principal de notre étude était d’évaluer la prévalence de la constipation des patients en IRCT. Nous avons réalisé une étude rétrospective multicentrique sur données. 74 dossiers patients ont été analysés. Nous avons mis en évidence une prévalence de la constipation de 58 % chez des patients atteints d’une IRCT. Nos résultats ont démontré que la prévalence de la constipation est fréquente chez les patients atteints d’une IRCT. Elle entraîne un inconfort notable chez le patient, un surcoût au niveau des soins et des actes techniques, et un échec de la technique de dialyse péritonéale. Ainsi, la prévention de la constipation des patients en IRCT serait pertinente pour limiter les complications et leur assurer une meilleure qualité de vie.",Recherche en soins infirmiers,2023,10.3917/rsi.153.0069,https://pubmed.ncbi.nlm.nih.gov/37709668/
PubMed,[Survival of patients with End Stage Kidney Disease].,"On the occasion of the 20th anniversary of the REIN (French Renal Epidemiology and Information Network), a summary work on the contributions of the national French ESKD register was carried out. On the issue of survival of ESKD patients, the following key messages were retained. The annual mortality rates of ESKD patients are relatively stable even though patients are ageing and increasingly have diabetes or obesity. These changes are probably linked to improved practices. Cardiovascular diseases and infections are the main causes of death. The year 2020 was marked by an increase in mortality due to the SARS-CoV-19 infection that was particularly severe in these patients. À l’occasion des 20 ans du REIN (Réseau Epidémiologie et Information en Néphrologie), un travail de synthèse sur les apports du registre a été mené. Sur la question de la survie des patients avec une maladie rénale stade 5, les messages clés suivants ont été retenus. Les taux de mortalité annuels des patients en IRCT sont relativement stables alors même que les patients vieillissent et qu’ils sont de plus en plus souvent porteurs d’un diabète ou d’une obésité. Ces évolutions sont probablement en lien avec une amélioration des pratiques. Les maladies cardiovasculaires et les infections représentent les causes principales de décès. L’année 2020 a été marquée par une augmentation de la mortalité en raison de l’infection à SARS-CoV-19 particulièrement sévère chez ces patients.",Nephrologie & therapeutique,2023,10.1016/S1769-7255(22)00565-X,https://pubmed.ncbi.nlm.nih.gov/37638506/
PubMed,[Incidence of End Stage Kidney Disease and context of dialysis initiation].,"On the occasion of the 20th anniversary of the REIN (French Renal Epidemiology and Information Network), a summary work on the contributions of the national French ESKD register was carried out. On the issue of ESKD incidence, the following key messages were retained. Thanks to several studies conducted using data from the REIN registry, the spatial variations of incidence of stage 5 chronic kidney disease in the replacement stage could be explained, in part, by the health condition of the general population as well as by the socio-economic context and differences in practices. Just like what is observed in other countries, the incidence is stabilising, or even decreasing, especially among people who do not have diabetes. Thanks to the registry having provided an indicator on the initiation of the dialysis, a decrease in the rate of initiation of emergency dialysis (i.e., initiated less than 24 hours after a nephrology evaluation considering a vital risk for the patient) has been observed, resulting from an effort to understand and better anticipate the starting of the replacement. À l’occasion des 20 ans du REIN (Réseau Epidémiologie et Information en Néphrologie), un travail de synthèse sur les apports du registre a été mené. Sur la question de l’incidence de la maladie rénale chronique stade 5, les messages clés suivants ont été retenus. Grâce à plusieurs études menées à partir des données du registre REIN, les variations spatiales d’incidence de la maladie rénale chronique stade 5 au stade de la suppléance ont pu être expliquées, en partie, par l’état de santé de la population générale mais aussi par le contexte socioéconomique et des différences de pratiques. À l’image de ce qui est observé dans d’autres pays, l’incidence est en voie de stabilisation, voire à la baisse, en particulier chez les personnes non diabétiques. Grâce à la mise à disposition par le registre d’un indicateur sur l’initiation de la dialyse, on observe une diminution du taux d’initiation de la dialyse en urgence (c’est-à-dire initiée moins de 24 heures après une évaluation néphrologique considérant un risque vital pour le patient) résultant d’un effort pour comprendre et mieux anticiper le démarrage de la suppléance. L’initiation de la dialyse sur cathéter, autre indicateur de la prise en charge, n’a pour l’instant pas diminué mais avec la mise en place du forfait MRC en octobre 2019 et à distance de la pandémie, la préparation à l’épuration extrarénale devrait être mieux anticipée.",Nephrologie & therapeutique,2023,10.1016/S1769-7255(22)00562-4,https://pubmed.ncbi.nlm.nih.gov/37638503/
PubMed,[The benefits of home visits for peritoneal dialysis patients].,"Peritoneal dialysis is exclusively an extrarenal purification technique performed in the patient's own home. The patient is either autonomous, or assisted by a private nurse or a member of his or her family. The nursing team at the center where the patient is being cared for organizes home visits to meet the patient and his or her family in their living environment. These visits provide an opportunity to review compliance with protocols and maintain the partnership with the patient. The team at the Caen Normandy university center for kidney disease shares its experience in this area of care.",Revue de l'infirmiere,2023,10.1016/j.revinf.2023.07.010,https://pubmed.ncbi.nlm.nih.gov/37633692/
PubMed,"[Chronic kidney disease and nephrological practices in France: lessons from the CKD-REIN cohort, 2013-2023].","Launched in 2013 supported by the Program “Cohorts – Investments for the Future”, the CKD-REIN (Chronic Kidney Disease – Renal Epidemiology and Information Network) study is a prospective cohort that included and followed for 5 years more than 3000 patients with moderate or advanced chronic kidney disease (CKD), from 40 nationally representative nephrology clinics. A large amount of data was collected on CKD and its treatments, patient social characteristics and reported outcomes, and nephrology practices and services. A total of 170,000 blood and urine samples were collected and stored in a central biobank. Coordinated with the CKD outcomes and practice pattern study (CKDopps) and collaborating with the international Network of CKD cohorts (iNETCKD), CKD-REIN contributes to the understanding of CKD and the positioning of France with respect to CKD epidemiology and care in the world. This review highlights major findings from the cohort, and their potential implications for clinical practices and the health system, grouped into the following themes: (1) the complexity of patients with CKD; (2) adherence to clinical guidelines; (3) treatment practices and drug risk; (4) acute on chronic kidney disease; (5) CKD metabolic complications; (6) prediction of kidney failure; (7) sex differences in CKD; (8) patient perspective on CKD; (9) transition to kidney failure and replacement therapy; (10) conservative care. Lancée en 2013 grâce au Programme « Cohortes – Investissements d’Avenir », l’étude CKD-REIN (Chronic Kidney Disease – Renal Epidemiology and Information Network) est une cohorte prospective qui a inclus et suivi pendant cinq ans plus de 3 000 patients avec une maladie rénale chronique (MRC) modérée ou avancée, dans 40 consultations de néphrologie, représentatives nationalement. Un grand nombre de données ont été collectées sur la MRC et ses traitements, les caractéristiques sociales et la santé perçue des patients, les pratiques et l’organisation des services de néphrologie. Une biothèque de 170 000 échantillons de sang et d’urine a été constituée et stockée dans une biobanque centrale. Coordonnée avec l’étude Chronic Kidney Disease outcomes and practice pattern study (CKDopps) et collaborant avec l’International Network of CKD cohorts (iNET-CKD), CKD-REIN contribue à l’avancée des connaissances et au positionnement de la France dans le domaine de l’épidémiologie de la MRC et des pratiques dans le monde. Cette revue fait le point des faits marquants de la cohorte, et de leur implication potentielle pour la clinique et le système de santé, regroupés par thème : (1) la complexité des patients avec une MRC ; (2) l’adhésion aux recommandations cliniques ; (3) les pratiques thérapeutiques et le risque médicamenteux ; (4) l’insuffisance rénale aiguë dans la MRC ; (5) l’évolution des complications métaboliques ; (6) la prédiction de la défaillance rénale ; (7) les différences hommes-femmes ; (8) le point de vue des patients sur la MRC ; (9) la transition vers la défaillance rénale et le traitement de suppléance ; (10) le traitement conservateur.",Nephrologie & therapeutique,2023,10.1684/ndt.2023.35,https://pubmed.ncbi.nlm.nih.gov/37533268/
PubMed,[Nursing support in the decision-making process regarding the choice of renal replacement therapy: A scoping review].,"Chronic kidney disease affects 7 to 10 percent of the French population. Entering the end stage of the disease requires a choice to be made between several options. The aim is to document the nursing practices used to support these patients in choosing their renal replacement therapy and to determine the elements that promote decision-making. This is a scoping review based on the methodology of Peters et al. of JBI. The nursing practices identified focus on empowerment, by intervening in: involvement, providing information, clarifying preferences, supporting deliberation, and assessing needs before, during, and after the decision-making process. The key factors identified are: an equal and trusting relationship, the personalization of the process, and emotional support, all provided by trained professionals. Several concepts shed light on decision support in a complementary and surprisingly paradoxical way: grief, adaptation, empowerment, and uncertainty. This review shows nursing practices centered on helping the patient to take control of their life decisions. This experience causes a serious upheaval in patients’ lives, hence the importance of providing them with support in managing their emotions. L’insuffisance rénale chronique touche 7 à 10 % de la population en France. L’entrée dans le stade terminal de la maladie implique un choix entre plusieurs options. L’objectif est de documenter les pratiques infirmières permettant l’accompagnement de ces patients face à un choix du mode de suppléance et de déterminer les éléments favorisant une prise de décision. Il s’agit d’une revue de portée selon Peters et al. du Johanna Briggs Institut. Les pratiques infirmières identifiées se centrent sur l’empowerment, en intervenant sur l’engagement, l’apport d’informations, la clarification des préférences, l’accompagnement dans la délibération et l’évaluation des besoins avant, pendant et après le processus décisionnel. Les éléments favorisants identifiés sont la relation de confiance égalitaire, la personnalisation du parcours, l’accompagnement émotionnel, ceci, par des professionnels formés. Plusieurs concepts éclairent de façon complémentaire et étonnamment paradoxale l’accompagnement à la décision, comme le deuil, l’adaptation, l’empowerment et l’incertitude. Cette revue montre des pratiques infirmières centrées sur l’acquisition d’un pouvoir d’agir du patient sur sa vie. Cette expérience représente un bouleversement dans la vie des patients et souligne l’importance de l’accompagnement dans la gestion des émotions.",Recherche en soins infirmiers,2023,10.3917/rsi.152.0029,https://pubmed.ncbi.nlm.nih.gov/37438250/
PubMed,[Management of complications of renal failure in hemodialysis patients with IPA].,"The complications of renal failure are likely to have an impact on the quality of life of hemodialysis patients, which is why specific follow-ups are organized by the nephrologist. Advanced practice nurses (APNs) could take care of this alongside physicians. A survey conducted by the Santélys Bourgogne Franche-Comté association shows that professionals are in favor of working with APNs and that follow-up is carried out by medical and paramedical teams without standardized practices. The intervention of an RPN could improve coordination between the different actors.",Soins; la revue de reference infirmiere,2023,10.1016/j.soin.2023.05.008,https://pubmed.ncbi.nlm.nih.gov/37419598/
PubMed,[Comprehensive conservative care for the management of advanced chronic kidney disease].,"Comprehensive “conservative care” is defined as any active therapeutic procedure for the management of stage 5 chronic kidney disease without recourse to dialysis. This therapeutic option is discussed in elderly, frail patients whose anticipated life expectancy is reduced with dialysis. The decision for conservative management primarily relies on an informed choice by the patient and his caregivers. This holistic approach, focused on quality of life, requires a multidisciplinary approach. The goals are to slow the progression of kidney disease, prevent complications, anticipate the risks of decompensation, provide support for the patient and his caregivers to maintain the best possible quality of life at home. This article describes the principles of conservative management, highlights various barriers to this care pathway, and proposes potential solutions. Le « traitement conservateur » se définit comme toute procédure thérapeutique active de prise en charge de la maladie rénale chronique au stade 5, sans recours à la suppléance par dialyse. Cette option thérapeutique est discutée chez des patients âgés, fragiles, dont l’espérance de vie anticipée est réduite en cas de recours à la dialyse. La décision de traitement conservateur repose avant tout sur un choix éclairé du patient et de son entourage. Cette prise en charge holistique, centrée sur la qualité de vie, nécessite une approche multidisciplinaire. Les objectifs sont de ralentir la progression de la maladie rénale, d’en prévenir les complications, d’anticiper les risques de décompensation, d’assurer un soutien au patient et à ses aidants afin de maintenir une qualité de vie la plus acceptable possible à domicile. Cet article décrit les principes du traitement conservateur. Nous mettons en perspective différents freins à ce parcours de soins, ainsi que les solutions qui pourraient être envisagées.",Nephrologie & therapeutique,2023,10.1684/ndt.2023.28,https://pubmed.ncbi.nlm.nih.gov/37381745/
PubMed,[Advances in the management of chronic kidney disease and its complications].,,Nephrologie & therapeutique,2023,10.1684/ndt.2023.30,https://pubmed.ncbi.nlm.nih.gov/37381744/
PubMed,[Not Available].,,Revue medicale suisse,2023,10.53738/REVMED.2023.19.822.738,https://pubmed.ncbi.nlm.nih.gov/37057856/
PubMed,[Chronic kidney disease and growth failure: Efficacy of growth hormone treatment].,"Growth failure is a frequent complication observed in children with chronic kidney disease (CKD) and correlated to increased morbidity and mortality. To achieve a normal growth in children with CKD remains challenging for pediatric nephrologists. Growth failure in the setting of pediatric CKD is multifactorial and related to an impaired sensitivity to growth hormone and to a deficiency of IGF1 (insulin-like growth factor 1). Growth failure management has improved during the last two decades and consists of correcting any nutritional and metabolic abnormalities, of an improvement of dialysis for children on end-stage renal disease, and of an administration of a supraphysiologic dose of recombinant growth hormone to overcome GH insensitivity. This article summarizes the causes, outcomes and assessment tools of growth in children with CKD as well as the management of recombinant growth hormone. Maladie rénale chronique et retard de croissance - Indication et efficacité du traitement par l’hormone de croissance. Le retard de croissance est une des complications les plus fréquentes chez l’enfant présentant une maladie rénale chronique. Il est corrélé à une morbi-mortalité importante, augmentée par les désordres métaboliques qui y sont associés. D’origine multifactorielle, une hypothèse régulièrement avancée est celle d’une résistance à l’hormone de croissance (GH), caractérisée par un déficit en IGF1 (insulin-like growth factor 1). L’obtention d’une croissance staturale satisfaisante reste un défi majeur pour les néphropédiatres. La prise en charge du retard statural comprend différents axes thérapeutiques : une nutrition adaptée aux besoins de l’enfant, une correction des troubles métaboliques avec optimisation de la dialyse, et un traitement par hormone de croissance recombinante à dose supra-physiologique, qui permet de lever la résistance.",Medecine sciences : M/S,2023,10.1051/medsci/2023034,https://pubmed.ncbi.nlm.nih.gov/36943125/
PubMed,[Towards understanding chronic kidney disease].,"Chronic kidney disease (CKD) is a global health problem affecting almost 15% of the population worldwide. After renal injury, there is a nephron loss and remaining nephrons ensure the glomerular filtration rate (GFR) with compensatory hyperplasia and hypertrophy: This is called the nephron reduction. After nephron reduction, renal function will gradually decline and lead to chronic end-stage renal failure. Whatever the initial cause of the renal injury, recent data suggest there are common molecular mechanisms at the origin of CKD progression. Moreover, the renal lesions are very reproducible with glomerulosclerosis, tubular atrophy and partial epithelio-mesenchymal transition, interstitial fibrosis and vascular abnormalities. The physiopathology of CKD progression is unclear but some hypotheses have been described: i) the nephron ""overwork"", supported by recent works showing that the nephron reduction leads to hyperfiltration by the remaining nephrons and the stability of the GFR; ii) the ""podocyte adaptation"" theory, reflected by the importance of the podocytopathy in CKD progression and the crucial role of residual proteinuria in renal lesion development; iii) the activation of EGFR signaling pathways in surgical nephron reduction model and its involvement in CKD progression. Finally, CKD progression remains poorly understood and further studies will be necessary to discover new CKD molecular pathways and to develop new therapeutic insight in CKD management. Aux sources de la compréhensionde la maladie rénale chronique. L’insuffisance rénale chronique est une définition biologique caractérisée par la diminution du débit de filtration glomérulaire. Quelle qu’en soit la cause initiale, son origine est toujours une réduction néphronique, une diminution du nombre d’unités fonctionnelles du rein, appelées néphrons. Après une agression rénale initiale, les néphrons sains restants vont assurer la filtration permettant le maintien d’une fonction rénale normale. Mais, progressivement, ces néphrons vont s’altérer et vont être remplacés par du tissu fibreux. Cette altération du parenchyme va entraîner un ensemble de symptômes biologiques et histologiques réunis sous le terme de maladie rénale chronique : augmentation de la créatininémie, protéinurie, glomérulosclérose et fibrose interstitielle.",Medecine sciences : M/S,2023,10.1051/medsci/2023033,https://pubmed.ncbi.nlm.nih.gov/36943124/
